,time_hour,AnnualfundingRate,underlying_asset
0,2024-04-29 18:00,0.4786980502452596,ETH
1,2024-04-29 19:00,0.578354463567271,MATIC
2,2024-04-30 02:00,0.5314116674568365,MATIC
3,2024-04-30 18:00,-0.1412921587598065,BTC
4,2024-05-01 22:00,4.493622878234856,PEPE
5,2024-05-02 02:00,4.473353380072355,RUNE
6,2024-05-02 15:00,0.052126211355841,BTC
7,2024-05-02 16:00,-0.453804910203731,BCH
8,2024-05-04 13:00,0.0187293359394077,JUP
9,2024-05-05 03:00,-0.5186191471887277,ETH
10,2024-05-05 05:00,3.4518686580747895,XMR
11,2024-05-05 10:00,0.859284774016151,MEME
12,2024-05-05 20:00,1.174130026363826,PEPE
13,2024-05-06 02:00,1.4185531812258092,AVAX
14,2024-05-07 00:00,0.3081730549805103,BTC
15,2024-05-07 01:00,0.2954363762333248,RNDR
16,2024-05-07 02:00,2.3572174394907024,GRT
17,2024-05-07 09:00,1.158042995475704,BCH
18,2024-05-07 16:00,0.0332209978447744,AVAX
19,2024-05-08 20:00,2.1414885908759977,APE
20,2024-05-08 22:00,1.7238439907882928,SEI
21,2024-05-09 15:00,0.0816374576800306,GRT
22,2024-05-10 18:00,1.9935458904342376,ETHBTC
23,2024-05-11 02:00,0.4222717886460576,BTC
24,2024-05-12 18:00,0.5283786901033725,NEAR
25,2024-05-13 06:00,5.541747174737731,ICP
26,2024-05-13 10:00,-3.652180395954706,GRT
27,2024-05-13 20:00,4.6334117683933265,JUP
28,2024-05-14 22:00,1.627238484764963,DOGE
29,2024-05-15 06:00,0.8074790019186772,SOL
30,2024-05-15 10:00,2.169489181776494,COMP
31,2024-05-15 20:00,1.467528197612335,LINK
32,2024-05-16 00:00,2.813977343077347,TIA
33,2024-05-16 03:00,0.9350544577400144,FTM
34,2024-05-16 09:00,1.4756632347942686,DOT
35,2024-05-16 10:00,-3.292464237203606,SEI
36,2024-05-16 12:00,-0.2984765252127591,OP
37,2024-05-16 18:00,0.310326638313131,JTO
38,2024-05-17 15:00,0.5055266614575236,WLD
39,2024-05-17 19:00,1.4584218570782,ETH
40,2024-05-17 22:00,3.0777358151512506,WLD
41,2024-05-18 06:00,4.304957391702628,ICP
42,2024-05-19 00:00,-0.7242304579090624,PEPE
43,2024-05-20 11:00,1.292553277226436,MATIC
44,2024-05-20 16:00,-0.0184143297622638,IMX
45,2024-05-20 21:00,2.989761014412766,AVAX
46,2024-05-21 00:00,2.014707378959702,FTM
47,2024-05-21 01:00,2.6590202675232866,RNDR
48,2024-05-21 02:00,1.2214081809330546,DOT
49,2024-05-21 04:00,3.477742608107111,LINK
50,2024-05-22 00:00,3.3013789872739756,PEPE
51,2024-05-22 08:00,-1.0370394149213726,TIA
52,2024-05-23 02:00,8.759413378248787,DOGE
53,2024-05-23 15:00,2.166583835260546,ETH
54,2024-05-26 06:00,-0.7898043622238446,TIA
55,2024-05-26 15:00,3.3211989080694764,FTM
56,2024-05-26 17:00,2.2242769587588125,OP
57,2024-05-27 15:00,2.240223809687167,STETH
58,2024-05-28 01:00,3.474174719349025,CRV
59,2024-05-28 13:00,0.8652361725205682,XLM
60,2024-05-29 02:00,-0.7909151018153101,STRK
61,2024-05-29 15:00,0.2555749647190452,USDT
62,2024-05-29 21:00,0.5505206477916841,ETH
63,2024-05-30 01:00,0.6075736718151851,ETH
64,2024-05-30 05:00,4.1842227705355866,CRV
65,2024-05-30 06:00,0.3822455638845063,BONK
66,2024-05-30 18:00,1.094506803804069,RUNE
67,2024-05-31 07:00,0.2452531346014804,MATIC
68,2024-06-02 06:00,1.4297717154481384,DYDX
69,2024-06-02 16:00,2.441997511332595,FTM
70,2024-06-03 00:00,1.9532882936865952,LINK
71,2024-06-03 07:00,0.8839038423030583,BTC
72,2024-06-03 09:00,-2.149001146609474,TIA
73,2024-06-03 10:00,2.102133067560666,PEPE
74,2024-06-03 14:00,-0.7797908492158622,FIL
75,2024-06-03 21:00,-1.060518598213378,RUNE
76,2024-06-04 12:00,0.5066757987950526,SOL
77,2024-06-06 12:00,3.042890583702514,LINK
78,2024-06-06 19:00,4.610561091781539,JUP
79,2024-06-06 22:00,1.7616350306407316,MATIC
80,2024-06-07 11:00,-0.7181992837565476,BNB
81,2024-06-07 20:00,-0.8770903178883621,STRK
82,2024-06-08 06:00,0.0708476572778737,DOGE
83,2024-06-08 16:00,3.81150102204912,ADA
84,2024-06-09 08:00,3.2735467829918683,XRP
85,2024-06-11 00:00,-0.7530723578373261,SEI
86,2024-06-11 04:00,-1.7853194486077857,ARB
87,2024-06-11 11:00,0.4885152066705135,ALGO
88,2024-04-29 02:00,0.6951402505424651,INJ
89,2024-04-29 13:00,2.1764429798142957,PEPE
90,2024-04-29 14:00,2.011706346524514,RNDR
91,2024-04-29 14:00,-0.1758400058777822,DOGE
92,2024-04-30 05:00,4.339835323548557,GMX
93,2024-04-30 13:00,-2.4772815720922874,FLOW
94,2024-04-30 17:00,0.1922820816751842,TRX
95,2024-04-30 21:00,-2.259556975008121,BONK
96,2024-05-01 11:00,1.823311826610128,ICP
97,2024-05-02 12:00,0.2875038214185978,USDT
98,2024-05-02 14:00,0.1193739620942668,BTC
99,2024-05-03 16:00,8.71393711790636,GMX
100,2024-05-03 20:00,0.0764768664504886,BONK
101,2024-05-04 06:00,-0.2564031892651149,TIA
102,2024-05-04 21:00,1.7826936470208394,RNDR
103,2024-05-05 01:00,0.7238727572284925,XRP
104,2024-05-05 02:00,0.6910964665721421,XRP
105,2024-05-05 07:00,2.782892627462003,LDO
